animalid,birthdate,animaltype,color,weight,location
880bd2c650fb0e,12/27/2013,Dog,Blue/White,6.0,Houston
3c8844639b0680,07/15/2013,Dog,Tan,8.0,Austin
8927e76c1a0a7b,08/06/2001,Dog,Gold/White,27.0,Dallas
f2c5b48bea192d,11/08/2018,Cat,Black Smoke,5.0,Houston
53c54194391536,11/03/2010,Dog,White/Black,30.0,San Antonio
8babe84fcb8f52,03/31/2019,Cat,Black,10.0,Austin
747ed40c365305,03/18/2004,Dog,Yellow,40.0,Fort Worth
d8244b89d792be,07/13/2009,Dog,Brown/Black,16.0,Fort Worth
da6d316bf8bec3,03/08/2017,Cat,Black,9.0,San Antonio
f0e4ec833f9ce4,11/23/2010,Dog,Tan/White,39.0,Austin
4a9e4c78004dbd,09/11/2010,Cat,Black/Black,4.0,Houston
4d8a062021a4ef,08/29/2014,Cat,Lynx Point,7.0,Dallas
7ac47b1a6a2ade,12/21/2020,Dog,Black/White,22.0,Houston
0251b9d41bfbe0,04/13/2018,Dog,White,14.0,Fort Worth
e0945891b9b657,08/06/2014,Cat,Calico,2.0,Houston
a7faf61e4861bf,03/16/2016,Dog,White/Black,25.0,Dallas
3307b99f1b6451,07/24/2018,Cat,Orange/White,2.0,Houston
1e49a4e1454d76,05/21/2016,Cat,Orange Tabby,4.0,San Antonio
fa768b39e43fee,12/08/2017,Dog,Tan/White,48.0,Austin
5711ae1ca808ad,05/08/2014,Dog,Fawn/White,14.0,Houston
63026b932e8d19,06/15/2011,Dog,Brown Brindle/White,3.0,San Antonio
e7d7706e00a179,01/27/2016,Dog,Black/Tan,10.0,Houston
349555cc95ae1a,05/13/2017,Cat,Torbie,5.0,Fort Worth
75303ea0ff596a,07/21/2016,Cat,Orange Tabby/White,2.0,Fort Worth
7aae7abc603fc0,04/06/2015,Dog,Black/White,47.0,Dallas
0f4a4d5a78600f,04/24/2017,Cat,Brown Tabby,4.0,Houston
a9c5b8ff62d359,02/27/2019,Cat,Cream Tabby,9.0,San Antonio
5dac143d0c9e39,04/29/2009,Dog,White,45.0,Fort Worth
376d532b3a9333,07/31/2007,Dog,Cream,38.0,Austin
c5f2aefa2f89a1,05/07/2015,Cat,Black,8.0,Dallas
7b53b7cae9de5b,04/06/2019,Cat,Black/White,2.0,Fort Worth
d95c59d717ab72,07/07/2011,Dog,Brown,27.0,Fort Worth
6037afaf921c2c,01/10/2006,Dog,Brown,5.0,Dallas
54b9094cece215,07/26/2016,Cat,Gray,9.0,Austin
f105bc710a3431,03/13/2014,Dog,Red,37.0,Austin
1d40414fec35c6,02/17/2019,Dog,Buff,22.0,Dallas
964453a479669d,03/07/2005,Cat,Torbie/White,8.0,Austin
77c11d16a33564,12/03/2001,Dog,White/Brown,25.0,Fort Worth
816a3901fe72bd,02/10/2013,Dog,Tricolor,9.0,San Antonio
1769d068537e0b,11/19/2013,Dog,Brown Brindle/White,48.0,San Antonio
dda8cde8b62e2a,03/13/2013,Dog,White/Brown Brindle,29.0,Houston
d2e00ff48bf6ce,05/08/2016,Dog,Black,13.0,Dallas
4410dd33a49890,05/03/2015,Dog,Black,33.0,Dallas
fb4f84a5cb0523,05/15/2015,Cat,Brown Tabby/White,7.0,Fort Worth
be4fcbb125eca1,04/15/2016,Cat,Brown Tabby,6.0,San Antonio
17822b076a9d7b,12/18/2017,Dog,Brown/White,45.0,Houston
db431db65b6ddf,11/11/2008,Cat,Brown Tabby,10.0,Fort Worth
1e5337e614c58e,04/17/2019,Dog,Tan/Cream,14.0,Houston
8846b1cf5c75c9,09/12/2012,Dog,Brown/White,12.0,Dallas
b96450bdcd70f8,09/22/2012,Cat,Calico,9.0,Houston
d3599ab5727ee1,03/21/2014,Cat,Brown Tabby/White,8.0,Dallas
5022f9ed0b8693,08/28/2015,Cat,Black,2.0,San Antonio
7462984710e9d9,12/12/2019,Dog,Brown/Black,41.0,Houston
ba6d3bca472468,08/11/2015,Dog,Fawn/White,7.0,Austin
c31d12f123b8c1,03/13/2019,Cat,Blue/White,5.0,Houston
cfc16a78eb6dcf,04/14/2019,Cat,Black/White,4.0,Houston
9373f710113320,11/22/2003,Dog,Tan,11.0,Austin
12629263f19de6,07/19/2014,Dog,Brown,32.0,San Antonio
b98dd3df7d355b,01/29/2018,Cat,Black/White,3.0,Houston
05ed9fedb8609d,06/25/2018,Dog,Brown,45.0,San Antonio
49b28f785688b9,06/25/2015,Cat,Calico,7.0,Dallas
fc214d95edd493,08/05/2013,Dog,Red/White,19.0,Austin
c114eccfa2c1df,03/05/2015,Dog,White/Red,4.0,Austin
ce9bc54c423ab3,07/14/2009,Dog,Gold,45.0,San Antonio
f791659bf68e5a,03/04/2020,Cat,Calico,5.0,Houston
13e11f9dec3a51,10/08/2016,Dog,Black/Black,41.0,Fort Worth
90523039033235,05/15/2015,Cat,Black/White,8.0,Dallas
ae9e843d23e6bd,11/15/2017,Dog,Black/Tricolor,21.0,Austin
cc6566e990709d,06/14/2010,Dog,Blue/White,44.0,Houston
1f82fe4c189097,06/11/2019,Cat,Orange Tabby/White,5.0,San Antonio
5fc86d64090955,03/20/2014,Dog,Black,5.0,Houston
43b5902068574c,05/25/2013,Dog,Red/Tan,26.0,Austin
b6cea4bf3aab2d,08/12/2019,Cat,Blue Tabby,5.0,Houston
7e43461c236fa4,06/15/2015,Dog,Red,15.0,Houston
2e1cc903a272cd,05/30/2014,Dog,Black/White,42.0,Houston
a9d4f9b51f2d95,09/18/2013,Dog,Brown/White,28.0,Dallas
d8b4855a9a78ba,04/20/2017,Cat,Orange Tabby/White,2.0,San Antonio
69914ff903c73f,05/20/2012,Dog,Tan/White,12.0,Fort Worth
2c7158c4761feb,12/26/2011,Dog,Gray/White,38.0,Houston
19200fb2e880c0,03/14/2013,Dog,Black Smoke/White,44.0,Dallas
a035dcf7b1cc8a,05/13/2015,Cat,Brown Tabby,5.0,Houston
72cb4038fdf81d,05/18/2017,Dog,Red,30.0,Dallas
dbd6d6e0929d94,05/15/2018,Cat,Tortie,2.0,San Antonio
bbeac5c0038237,07/04/2015,Dog,Brown Brindle,23.0,San Antonio
16717596620f73,09/12/2016,Cat,Black/Black,8.0,San Antonio
87c12f2a72c918,09/04/2018,Cat,Cream Tabby/White,4.0,Dallas
3443d90119b461,04/28/2015,Cat,White/Black,2.0,Fort Worth
e100b2fac55519,10/02/2017,Dog,Brown/White,21.0,Austin
ba1318f809274c,03/24/2016,Cat,Blue/White,7.0,San Antonio
778802ec4b37cd,04/27/2015,Cat,Blue/White,2.0,Dallas
954d7525300f94,11/16/2018,Dog,Red Tick/Tricolor,33.0,Austin
625a4869f7c05c,10/05/2014,Cat,Silver Tabby,2.0,Houston
6a53c1d0068802,11/28/2006,Dog,Black/White,11.0,Houston
f4451316d21101,11/30/2011,Cat,Blue Tabby/White,6.0,San Antonio
4c7aba9a135668,01/11/2012,Dog,Tan,9.0,San Antonio
b6620f45be6cf1,03/10/2013,Dog,Brown/White,17.0,Austin
716f214547e6cc,12/29/2018,Dog,Black/White,48.0,Houston
2dd088f7c26e43,08/01/2016,Dog,Brown,14.0,Houston
8c3e5d8eb9d8f7,06/17/2018,Dog,Black/White,30.0,San Antonio
5b37533aa2ce43,04/24/2018,Dog,Brown/White,23.0,Austin
b9a23386f41919,01/17/2017,Dog,White,14.0,Fort Worth
4bfd0ddbbd0b63,03/08/2014,Dog,Tan,49.0,San Antonio
694eddd8b75e8f,04/05/2013,Cat,Torbie,10.0,Austin
56d84b72ad4b79,11/03/2005,Dog,Brown/White,24.0,Austin
625121733e53ed,04/15/2016,Cat,Brown Tabby,5.0,San Antonio
9ce9b983c1d020,08/22/2014,Dog,Red,5.0,Houston
799988f9882b9b,01/16/2013,Cat,Brown Tabby/White,10.0,San Antonio
65f06c7cab5cef,10/12/2016,Dog,Blue/White,21.0,Austin
b4d151cd39a516,05/01/2019,Cat,Black/White,6.0,Austin
05549bfd93b24d,11/16/2015,Dog,Black/White,18.0,Dallas
56e5e30069e91e,11/09/2018,Dog,White/Red Merle,16.0,Austin
42cc11b1430290,10/15/2020,Dog,Brown Merle/White,27.0,Fort Worth
2627ec37c49e72,12/09/2018,Dog,Tricolor,4.0,San Antonio
8ea9441b7679fb,01/27/2004,Dog,White/Tan,47.0,Houston
3001b3446d2e4f,10/29/2015,Dog,Black/White,49.0,Austin
6eb67b56e04ecb,10/25/2016,Cat,Lynx Point,9.0,Austin
058a8cadb648cc,09/14/2016,Cat,Cream Tabby,9.0,Dallas
8cda59ff66e0c9,08/24/2014,Cat,Black/White,2.0,Austin
4b2bffb6171a00,11/21/2015,Dog,Gray/White,18.0,Dallas
c71e9933d24623,10/01/2012,Dog,Tan/Cream,38.0,Houston
843b7522b8640c,09/17/2019,Dog,Brown/Tricolor,37.0,San Antonio
784370eda1bb53,04/16/2012,Dog,White/Tan,19.0,Houston
5fb802ab74c1a6,06/05/2016,Dog,White,27.0,Austin
5b7ddcc52d9cb1,02/06/2017,Dog,Blue Tick/White,28.0,Dallas
fd0a1a04625837,04/06/2018,Cat,Black,3.0,Fort Worth
44bf8550ac5073,06/01/2013,Cat,Blue,6.0,Austin
8d507ad8a9ae52,02/27/2016,Dog,White,48.0,Austin
15f021058a8286,02/16/2019,Cat,Brown Tabby,4.0,San Antonio
32711aa8d206db,09/23/2018,Cat,Torbie,7.0,Dallas
93905dd1cee74f,01/05/2018,Dog,Black,5.0,Fort Worth
a484e500fd1afa,11/06/2013,Dog,White,7.0,Austin
30fdbf3bb15e7f,06/02/2016,Dog,Black Brindle,39.0,Houston
928120c71b40ac,06/23/2016,Cat,Torbie/White,9.0,Houston
7a28b657028f94,08/04/2015,Dog,Blue/Gray,33.0,San Antonio
fe06aaa47a68ee,05/26/2018,Cat,Orange Tabby/White,8.0,Austin
3b5d10ad472d2a,09/12/2015,Cat,Torbie/White,7.0,Austin
127a6290b3bc0a,11/10/2017,Dog,White/Brown,7.0,Houston
2a7ce8bcb188b9,06/07/2012,Cat,White/Black,6.0,Austin
7cf06b540a378b,07/24/2018,Cat,Black,10.0,Dallas
9f8001cc1e98ea,07/30/2017,Cat,White/Orange Tabby,3.0,Austin
756fdb11120f71,06/10/2016,Dog,Black/White,27.0,Austin
1b13c220d0dcd7,11/19/2005,Dog,Black/White,11.0,Houston
3dad470f16bdc2,10/20/2013,Cat,Black/White,9.0,San Antonio
7f5efd1c55aa50,03/10/2018,Cat,Black/White,3.0,San Antonio
4e45466147dadc,06/15/2015,Dog,Red,14.0,San Antonio
eb4cbbded1120e,09/13/2017,Cat,Blue Tabby,2.0,Austin
df0cba8b8f3106,10/06/2016,Dog,Black/White,25.0,Dallas
e9fd8c0ea17689,04/17/2016,Cat,White/Gray,8.0,Dallas
b614581700816a,11/18/2011,Dog,Black/White,4.0,Dallas
5e9f26e302f60d,11/01/2011,Dog,Brown/White,26.0,San Antonio
76dafb6a322968,08/24/2012,Dog,Brown,36.0,Austin
d6ce6c181bcffa,06/20/2015,Dog,Black,35.0,Fort Worth
b1996fd36d5d40,03/09/2017,Cat,Orange Tabby,9.0,Dallas
f656bdf23959d5,02/19/2011,Dog,Tan/White,5.0,Houston
cea315e997ea77,05/28/2019,Cat,Black,9.0,Austin
71e68d763ea6a9,05/18/2018,Cat,Brown Tabby,10.0,Houston
4860c742fd4496,08/01/2009,Cat,Orange Tabby,5.0,Austin
4fa58257ef23fc,04/08/2014,Cat,Black,2.0,Austin
4bfb911ccafc3e,09/11/2013,Dog,Brown/White,26.0,Austin
8056446d461d31,01/13/2017,Cat,Tortie,8.0,San Antonio
de8922b0a35676,09/21/2019,Cat,Orange Tabby,4.0,Austin
877a7e8251f393,08/22/2018,Cat,Gray Tabby,3.0,Fort Worth
7cce408095dcb8,05/31/2015,Cat,Brown Tabby/White,3.0,Austin
01c4bb23cf9378,08/30/2013,Dog,Brown,23.0,Dallas
1.8564409217E+13,10/30/2016,Cat,Black/White,4.0,Fort Worth
e6aa27c99bd1b7,12/23/2010,Dog,Sable/White,35.0,Austin
904c9873e975d1,12/22/2018,Dog,Tricolor,42.0,San Antonio
41a72472859171,10/23/2013,Cat,Black,10.0,Fort Worth
7ae428c13a3f68,02/20/2014,Dog,Blue Merle,11.0,San Antonio
be235f7ae37af4,05/30/2017,Dog,Black/Brown,45.0,San Antonio
ea3fa4ffa79e4d,05/24/2019,Cat,Blue/White,5.0,Austin
873f185e60f854,04/08/2016,Cat,Blue Tabby,7.0,Dallas
6711a4e25ab7f6,08/23/2009,Cat,Black,9.0,Houston
16e8f96f339c51,10/25/2017,Cat,Black/White,5.0,San Antonio
858593c68d5829,04/22/2013,Cat,Black,6.0,Houston
4251653319f9b1,10/23/2015,Dog,Tan,23.0,Dallas
d3fcd78d63ef7d,01/02/2018,Cat,Black,3.0,Houston
d7f88ef97857ac,09/08/2016,Cat,Agouti,5.0,Austin
021f67e4ee94a6,10/17/2019,Cat,Tortie Point,8.0,Dallas
d87a956ee5218d,08/03/2014,Dog,Black/White,46.0,Dallas
12ead9cc15e948,06/28/2016,Cat,Brown Tabby,2.0,Fort Worth
13ddea4fde63f2,04/03/2016,Cat,Blue Tabby/White,7.0,Houston
84697612fbc3ce,08/12/2018,Cat,Blue/White,2.0,Austin
e4d55f78e66bc4,04/13/2016,Cat,Black,7.0,San Antonio
2123f24f522543,12/22/2017,Dog,Cream/White,27.0,Dallas
89f7b4eb3d4f66,09/18/2007,Dog,Cream,20.0,Houston
e9d725e5673b3e,03/06/2015,Dog,Tricolor,22.0,Austin
0959f1b0c2d477,12/11/2018,Dog,Black/Tan,34.0,Dallas
725dbe1aa46cd0,10/14/2006,Cat,Calico,8.0,Austin
a339b36a2df213,09/17/2019,Dog,Black/Tan,42.0,Dallas
23a3b9cd5871da,01/29/2013,Dog,Black,29.0,Austin
58dddc1fd3396d,09/12/2016,Dog,Blue/White,45.0,Dallas
868d058158ce35,05/25/2017,Dog,Brown Brindle/White,38.0,Fort Worth
76e78609021981,03/17/2019,Cat,Black/White,2.0,San Antonio
8b5cb71b1fdc60,04/17/2014,Dog,Black/Tan,41.0,Austin
a2f82bd1a50f9d,09/06/2016,Cat,Brown Tabby,6.0,Houston
89b83c48d22021,05/14/2014,Dog,Tan/White,49.0,Austin
26e18a62cf46cf,05/27/2015,Cat,Orange Tabby/White,2.0,Austin
96895035c514dc,05/07/2013,Dog,White/Tan,42.0,Houston
d3e5d9ddb1592d,03/11/2016,Dog,Black,46.0,Houston
fdc4120e94dd70,07/02/2017,Cat,Brown Tabby,10.0,Fort Worth
e2b1e57e1ca819,11/28/2010,Cat,Blue/White,10.0,San Antonio
13255b75aa93d3,11/08/2011,Dog,Red,27.0,Fort Worth
a237d5e6a50250,05/18/2019,Cat,Black,6.0,Houston
c11407c3901e3f,06/19/2017,Dog,Black/White,12.0,San Antonio
57b6b92d973b08,06/22/2017,Dog,White/Tan,28.0,Houston
6c9e6bb8b09392,11/21/2016,Dog,Black/White,23.0,Austin
6012d92bbca9f1,05/01/2017,Cat,Brown Tabby,5.0,Dallas
baa9a4a03b2e85,08/05/2014,Cat,Black,3.0,Fort Worth
8a4fc0d94a034d,11/22/2013,Dog,Blue Tick,48.0,Austin
039f726c888e32,12/06/2014,Cat,Calico/White,10.0,Austin
daba6ddf92dbee,05/02/2014,Cat,Blue/White,2.0,San Antonio
ccc91201fa1bd6,02/20/2015,Dog,White,26.0,Houston
97a33df4defc84,03/31/2012,Dog,Tan,12.0,Fort Worth
c1cab1fdf46fa7,05/26/2018,Dog,Brown Brindle/White,34.0,Austin
6d3363527399b9,07/01/2017,Cat,Black,2.0,Austin
edfe7f08db9021,08/09/2012,Dog,White/Blue Cream,49.0,Austin
c8808dc6fc17e8,11/04/2012,Dog,Black/Tan,24.0,Houston
3fef35c235648b,07/14/2018,Cat,Gray Tabby,3.0,Austin
5ade5dddb0e0b1,04/30/2016,Cat,Black/White,5.0,Dallas
4066bb94192cdf,03/06/2015,Cat,Brown Tabby/White,10.0,Dallas
cc7222bbb50295,04/12/2014,Cat,Gray Tabby,5.0,San Antonio
20c74a5d0cfa7f,12/21/2009,Dog,Black/Tricolor,10.0,Houston
6fd8f5d2193361,12/11/2017,Dog,Black/White,16.0,Austin
f7bdb413be3bb7,09/11/2012,Dog,Chocolate/White,8.0,Austin
8e497dd5f5e57b,05/18/2012,Dog,Blue/White,9.0,San Antonio
492594683d180b,04/24/2014,Cat,Blue/White,8.0,Austin
14d19b16868e99,02/25/2011,Dog,White/Brown,26.0,San Antonio
b8c62bfdf7bda5,12/29/2009,Dog,Buff/Tan,19.0,Fort Worth
b82425355defb9,11/03/2013,Cat,Orange Tabby/White,10.0,San Antonio
bb084af1cebd9f,01/14/2014,Dog,Brown/White,20.0,Austin
a4f2a8e5fa8387,07/24/2019,Cat,Brown Tabby/White,2.0,Austin
83bcb983cb255e,05/30/2005,Cat,Calico,4.0,Fort Worth
e0590c547deb42,08/02/2016,Cat,Black,4.0,Dallas
c8c0a76f2f5a51,01/18/2016,Dog,Sable,35.0,Austin
57d0248cdb78ca,07/03/2019,Cat,Brown Tabby,6.0,Austin
5fbdbe52ddd60f,09/30/2013,Dog,White,41.0,Austin
9acafd36283868,11/10/2014,Cat,Blue Tabby,3.0,Houston
792d7d7abafe9f,11/10/2015,Cat,Brown Tabby,10.0,San Antonio
ade5c80891f80b,08/11/2015,Cat,Orange Tabby,9.0,Houston
7bc98d429fea9a,06/02/2003,Cat,Orange Tabby,5.0,Austin
253674b2b93497,04/07/2008,Dog,Black,9.0,Austin
202d7400851cbb,03/02/2016,Cat,Lynx Point,3.0,Houston
8acc759db1b934,04/05/2009,Dog,White,18.0,San Antonio
9377135860532f,06/23/2013,Dog,White/Black,33.0,Austin
fdf34fc98e97d4,02/10/2015,Cat,White/Black,7.0,Austin
879a2c8a2810d1,03/18/2020,Cat,Orange Tabby,6.0,Austin
976b1fba1555bd,07/31/2016,Cat,Seal Point,4.0,Austin
af2e5cbf627af0,09/18/2012,Dog,Black/White,19.0,Fort Worth
0f23d1cfdce2b5,10/18/2015,Cat,Gray/White,9.0,Austin
74490778b0f5f8,06/10/2019,Cat,Brown Tabby,9.0,Dallas
e7336df28ad0bb,07/08/2003,Dog,Sable,25.0,San Antonio
9a836782470629,03/28/2015,Dog,Black/White,12.0,Austin
e24f014e187a13,06/14/2012,Dog,Yellow/White,10.0,Dallas
5f35c99f58580e,12/16/2013,Dog,Sable,43.0,Austin
45ffd19330a1e1,05/05/2017,Dog,Red/White,17.0,Fort Worth
4eb6a6f65b7d57,04/19/2015,Dog,Black,34.0,San Antonio
1cdf2e8e65ab24,10/22/2018,Dog,Brown/White,47.0,Austin
bce4a6a06301a7,08/09/2018,Cat,Black,8.0,Houston
df4f57e2f9628c,05/25/2013,Dog,Tan,13.0,Fort Worth
b6cbb0cdb74eb3,07/10/2012,Dog,Tan,30.0,Houston
fbc50cbdc272a5,06/30/2018,Cat,Brown Tabby/White,9.0,Austin
e6062c73a71479,02/13/2016,Dog,Tricolor,44.0,San Antonio
a400d5258527c3,12/14/2014,Dog,Tricolor,43.0,Austin
3d6a6c7435e925,04/29/2017,Cat,Black/White,8.0,Houston
b3ad12edd342a8,04/10/2019,Cat,Lynx Point,6.0,Austin
adb958e6d6c4a0,04/08/2013,Cat,Black,5.0,Fort Worth
019a443b7cea3d,01/22/2006,Dog,Tan,42.0,Houston
4b48e8ead255a1,03/10/2016,Dog,Black/Tan,44.0,Austin
fd0ef59c1a5782,04/18/2014,Cat,Lynx Point,5.0,Dallas
c8d64c74053c97,02/16/2015,Dog,Gray/White,46.0,San Antonio
4c09d947a8c660,01/04/2018,Cat,Blue/White,8.0,San Antonio
e0b67683747b87,09/13/2017,Dog,Tan,20.0,San Antonio
f701ef79a9327d,02/25/2014,Dog,Brown/White,45.0,Houston
d010ce5c9dfa67,04/02/2019,Cat,Blue Tabby/White,2.0,Fort Worth
e9ad3b0f4ef77c,09/22/2016,Dog,Black/Tan,44.0,Dallas
eb1c03d0acc2e5,04/29/2007,Dog,White/Brown,41.0,Dallas
11e02020a07787,08/09/2017,Cat,Black/White,10.0,Austin
85ebb176c4ab74,10/06/2018,Cat,Brown Tabby,10.0,Houston
65600d5296f74d,01/14/2017,Bird,Black,1.85,Fort Worth
c6bbc0951f49b1,04/16/2017,Dog,White/Blue,38.0,Dallas
6de8f5612ea1d9,08/23/2015,Cat,Tortie Point,3.0,Austin
ce98fc726ae0bf,04/25/2014,Dog,Black/White,12.0,Austin
3fe5600de28fdb,10/07/2016,Dog,Brown/White,10.0,San Antonio
0f534896716dd3,12/29/2011,Dog,Tan,22.0,San Antonio
171bcee38605d8,02/20/2013,Dog,White,49.0,Fort Worth
11f047c05172ef,07/01/2016,Cat,Blue/White,4.0,Dallas
1223aaea6a50e8,02/27/2014,Cat,Brown Tabby,8.0,Austin
672899bd872ba3,04/08/2019,Cat,Black/White,10.0,Austin
0072235d198816,09/16/2013,Cat,Brown Tabby/White,5.0,Dallas
1526d25d9792ac,11/24/2018,Dog,Fawn/Black,9.0,Fort Worth
9492e351576371,10/17/2015,Dog,Chocolate,3.0,Fort Worth
2e151960eda45b,10/18/2014,Cat,Torbie,8.0,Dallas
f240c1dc223160,05/12/2015,Dog,Tan,46.0,Dallas
f287d13dcb13ba,01/11/2012,Dog,Tan/Black,40.0,Dallas
fc6ef6ef0fcce0,11/10/2014,Dog,Black/Tan,32.0,Austin
b30c1b85fbd169,01/22/2018,Cat,Orange,5.0,Austin
a2ca623db80db8,10/19/2019,Dog,White/Black,43.0,Austin
2329c0e5309644,03/09/2013,Cat,White/Orange Tabby,9.0,Dallas
a8fb6b45a741d8,06/01/2013,Cat,Cream Tabby,2.0,Houston
d4d3ef0acdf406,04/05/2017,Cat,Cream Tabby,4.0,Houston
8375ba3a3bcdf9,05/08/2018,Dog,Yellow Brindle,14.0,Dallas
e7a055d5a478fc,02/11/2017,Dog,Yellow,28.0,San Antonio
9555b8bca085fb,08/27/2015,Dog,Chocolate,41.0,Fort Worth
0bcc2c08d68333,01/21/2017,Dog,Tan/White,21.0,Houston
034f13f1472833,07/25/2014,Cat,Brown Tabby,3.0,Fort Worth
00c8f937d9571b,02/19/2009,Cat,Cream Tabby,7.0,San Antonio
211111ea5748e9,04/15/2014,Dog,Brown/Black,21.0,Dallas
23ecf7bc13b3b3,03/26/2014,Dog,White,45.0,Houston
99b48a515c0e4a,02/01/2015,Dog,Brown/White,21.0,Houston
ad2ca68ce28ce6,05/14/2015,Cat,Orange Tabby,10.0,Houston
05cbb4b10e4f12,11/02/2017,Dog,White/Brown,41.0,Houston
9468f03664c585,06/24/2016,Dog,White/Brown,5.0,San Antonio
1fc80c88f5ecc4,02/03/2015,Dog,Black/Tan,47.0,Houston
529e9a8c7dc480,06/17/2009,Dog,Blue/White,46.0,Austin
3673b78cfea5cb,10/26/2014,Cat,Black/White,2.0,Austin
8a3da8e8b282a4,09/15/2017,Dog,Black/Gray,46.0,Dallas
05d83739924100,05/04/2019,Cat,White/Black,7.0,Houston
2dfd0be15b6a17,11/08/2010,Dog,White,34.0,Houston
d161b59ee4c4e4,04/13/2013,Cat,Black,5.0,Dallas
d61d72784aad99,05/06/2015,Cat,Blue,10.0,Austin
3d46438ec6df53,07/23/2019,Cat,Brown Tabby,8.0,Austin
438ca5cd3a728f,03/03/2017,Dog,Red,20.0,Houston
e468989ca70e51,03/08/2017,Dog,Tan,10.0,Fort Worth
54183cda1125a9,10/04/2012,Dog,Brown,30.0,Houston
d05a0814f150e8,09/10/2018,Dog,Black/White,32.0,Dallas
64aeb8b417a866,09/09/2017,Dog,Black/White,47.0,San Antonio
13a20b8a8cf205,09/08/2012,Dog,Black/Brown,3.0,Houston
4727913d02bd1a,05/29/2012,Dog,Blue Merle/White,28.0,Houston
cd1dcbcc0f6f10,06/15/2018,Dog,Black/Brown,22.0,San Antonio
75f5e25d675a99,08/06/2017,Dog,Black/White,41.0,San Antonio
5318429714ed6d,09/29/2010,Dog,Brown,26.0,San Antonio
6180c932605c52,09/12/2013,Dog,Tan,8.0,Austin
16a02fadaa3d81,12/07/2016,Dog,White/Black,27.0,Austin
41507be2b68bed,03/08/2021,Dog,Black/White,15.0,Houston
41f3769188cbf7,03/19/2014,Dog,Blue/White,18.0,San Antonio
0e303661e819a9,01/25/2011,Dog,Yellow,29.0,Austin
bd77507d593826,03/20/2017,Cat,Black Tabby,7.0,San Antonio
693f7df874e5e0,06/03/2015,Cat,Orange Tabby/White,6.0,Austin
915987f562da48,10/25/2012,Dog,Tan/White,47.0,Austin
37b6c07af4da6c,09/08/2011,Dog,Gray,3.0,Austin
8d1cae079779a3,10/18/2014,Dog,Tan/White,36.0,Houston
cc246fe1419b04,09/26/2014,Dog,Brown/White,13.0,San Antonio
a3ea66b3d3e554,05/21/2019,Cat,Blue/White,8.0,Fort Worth
64d4d0fce84b25,07/13/2016,Dog,Brown,10.0,San Antonio
38ba695cbc7c91,03/08/2016,Cat,Black/White,10.0,Austin
3d0fd358cdbaac,12/24/2015,Dog,White/Red,21.0,Austin
556861d0418697,11/23/2012,Dog,Brown,43.0,Austin
a409bfbc2afd94,01/19/2016,Cat,Brown Tabby,2.0,Dallas
5cff64dcb32d40,05/03/2013,Dog,Tricolor,45.0,San Antonio
daae27b665dbd2,02/28/2011,Dog,Brown Brindle,6.0,Dallas
4e15374602183a,11/16/2014,Dog,Chocolate/White,26.0,Austin
417f6de2b70f4f,10/03/2010,Dog,Black/Tan,33.0,San Antonio
279e467a377047,02/04/2016,Dog,White/Red,41.0,Austin
82319110cdff0f,10/08/2019,Cat,Black,5.0,Houston
611cf562efc2e5,12/08/2014,Dog,Black/White,17.0,Dallas
087f16571c92bd,07/17/2019,Cat,Brown Tabby,5.0,Austin
d1b1343a02f2a4,09/30/2020,Cat,Silver Lynx Point,10.0,Houston
702ce6ef32e555,05/01/2017,Cat,Orange Tabby/White,10.0,Fort Worth
b7133e98c6120e,09/02/2005,Cat,Black,4.0,Austin
446ec55ebc9b17,07/27/2017,Dog,White,23.0,Fort Worth
8d9483c77a4e93,05/19/2019,Cat,Cream Tabby,10.0,Austin
648a5404cce1c1,09/29/2008,Dog,Black/White,10.0,Fort Worth
ae7abd1b94e539,08/07/2013,Cat,Calico/White,6.0,San Antonio
872a6a9b28fd06,06/09/2015,Cat,Brown Tabby,10.0,Dallas
56f89adafb837a,01/24/2011,Dog,Brown,35.0,San Antonio
5355de25eb384b,08/03/2015,Cat,Tortie,6.0,Houston
20bff946dbabcc,02/21/2016,Dog,Black/White,17.0,Fort Worth
59be65d10f2abe,06/24/2007,Dog,Blue/White,14.0,Dallas
e7bdd4dfd6043a,05/19/2018,Dog,White/Red,9.0,Austin
368d56226427b9,04/01/2005,Dog,Tricolor,43.0,Austin
85710c843d81c3,05/24/2018,Cat,Black/White,4.0,Austin
d25adbce503660,09/26/2016,Cat,Brown Tabby/White,3.0,Fort Worth
644a86ddcdc568,10/29/2012,Bird,Gray,1.62,San Antonio
71295f505ddc3d,10/23/2016,Dog,Black/Tan,27.0,Austin
2dbae073ff204f,04/30/2011,Cat,Blue Tabby,9.0,Austin
d990f4dc315a04,01/04/2014,Dog,Liver/White,4.0,San Antonio
a17ff5946da68f,06/24/2013,Cat,Black,10.0,Fort Worth
468eb9297511f3,04/26/2014,Cat,White,7.0,San Antonio
2154b8c45eab41,10/14/2013,Cat,Brown Tabby/White,6.0,San Antonio
6b244cea1e546e,05/06/2012,Dog,Black/White,24.0,San Antonio
ee92323558e20f,11/09/2015,Dog,Black,49.0,Houston
37d47417531225,01/20/2011,Dog,White/Brown,35.0,Houston
04d536707735db,12/03/2018,Dog,Red,3.0,Dallas
421fc8a65dc01f,01/01/2002,Dog,Black/Brown,45.0,San Antonio
57d3be95937770,10/04/2019,Cat,Tortie,3.0,Houston
