sponsorid,id,Birthdate,Outcome,OutcomeSubtype,AnimalType,Color,Weight,Location
aeaf793bcfaf,927e35284f44ad,07/23/2019,Adoption,Foster,Cat,Brown Tabby,8.0,Austin
6db231e5c92b,bbb059ddb79579,05/30/2017,Transfer,Partner,Dog,Brown/White,38.0,Austin
187a31c4f411,5ad8d118e70f8f,08/21/2012,Return to Owner,,Dog,Brown,8.0,Fort Worth
50079604e3ce,87dfbf95774e81,02/17/2013,Return to Owner,,Dog,Black/White,6.0,Austin
e0a7dc3dc16a,a07d84bdfafcb7,03/19/2017,Return to Owner,,Dog,Tricolor,40.0,San Antonio
e79ef00bdf8c,5efbdc473dd0ff,12/07/2015,Adoption,,Dog,Brown Merle,15.0,Austin
aa787ec62c52,f56deb9c0c804f,07/20/2014,Return to Owner,,Cat,Cream Tabby,7.0,San Antonio
96293a89dd0a,5a5831ed6f5241,09/08/2013,Transfer,Partner,Dog,Sable/White,47.0,Fort Worth
2348200b5b18,fca79628fc5127,05/29/2014,Transfer,Partner,Cat,Black/White,5.0,San Antonio
14d1df2199ac,9b4c39d2751af5,01/28/2013,Adoption,,Dog,Brown/White,37.0,Houston
db13c43c476e,426922c6a6813d,09/21/2012,Adoption,Foster,Dog,Tan/White,7.0,San Antonio
6fa991b182de,e5dc62a82e326a,08/04/2015,Transfer,Partner,Cat,Brown Tabby,3.0,Austin
8e41249c806b,fffaac4e408b3d,12/12/2008,Return to Owner,,Dog,Gold,29.0,Houston
62e8ce1fbea6,a162f07aaf21c6,06/21/2015,Return to Owner,,Cat,Brown Tabby/White,8.0,Dallas
f891054dd064,0dc477ea4f5371,12/05/2014,Adoption,,Dog,Black/Brown,38.0,Dallas
0886b7855efc,1d8b820b9e658b,01/17/2017,Transfer,Partner,Cat,Orange Tabby,8.0,Fort Worth
4eee29ca15ad,e81ea580ad05c6,10/29/2019,Transfer,Partner,Cat,Blue Tabby,6.0,Fort Worth
884436c0c2c4,ebd96deef57137,08/09/2013,Adoption,,Cat,Lynx Point,4.0,Fort Worth
a6f2de90b29a,aada8370bb047c,04/23/2010,Transfer,Partner,Dog,Tan/White,33.0,Austin
a5f1e4d4504d,b05880b08a1ec7,05/10/2018,Transfer,Partner,Cat,Brown Tabby/White,9.0,Dallas
7b3cde5caab9,cf2e948f22a334,04/22/2014,Adoption,,Dog,Brown/Black,26.0,San Antonio
72a892ad7238,6ac8f5692d6206,05/09/2015,Adoption,Foster,Cat,Orange Tabby/White,10.0,Fort Worth
0cae2861d62f,4486be2e4be6a4,01/11/2015,Adoption,,Dog,Black,8.0,Austin
21f5ae732fc6,2952963c64cfab,03/28/2014,Adoption,,Dog,Tricolor,44.0,Dallas
0c62e8380812,91e618d3e3e4d6,09/24/2009,Adoption,,Cat,Tortie,3.0,San Antonio
c5f9fa062d89,989f4c1ec8f040,05/30/2018,Transfer,Partner,Dog,Black,45.0,San Antonio
bf6191716ead,f2fcaa77a87255,09/14/2012,Adoption,,Dog,Tan/White,43.0,Austin
61afecb62402,39ca03326d6bf3,11/05/2014,Transfer,Partner,Dog,Brown,29.0,Fort Worth
dfd2d8c3fc8d,63bff3872ca1d4,07/11/2019,Adoption,,Cat,Lynx Point,3.0,Austin
55db8e556aef,425956749bf5a4,09/03/2012,Transfer,Partner,Dog,Black/White,27.0,Houston
40143d1aee7c,fc44765f838020,07/02/2012,Adoption,,Dog,White/Brown,49.0,Fort Worth
99146c09b7af,5eaa2ce9afa236,11/23/2016,Rto-Adopt,,Dog,White/Black,46.0,Fort Worth
0f6327cd351c,fbeec820e8590e,08/22/2016,Transfer,Snr,Cat,Black,7.0,Dallas
00b4c07db2fb,74bc0b87545737,03/04/2015,Transfer,SCRP,Cat,Black,9.0,San Antonio
cb5f519abbf5,e3c2af8392a26a,05/08/2019,Adoption,,Cat,Brown Tabby,2.0,Dallas
6e244bcd78be,a025025247eca5,07/01/2013,Adoption,Foster,Dog,Black/White,42.0,Houston
2a89c4092d46,915987f562da48,07/30/2018,Adoption,,Cat,White/Black,7.0,San Antonio
4a9532ce491f,80842bbf97433b,05/05/2009,Return to Owner,,Dog,Tricolor,20.0,San Antonio
98d0d487790a,c6c189ccd0d8a8,03/07/2005,Adoption,,Cat,Tortie,7.0,Fort Worth
770e1d243d68,6f1ce30383866f,01/01/2019,Transfer,Partner,Cat,Calico,3.0,Dallas
1c6534a3a970,0fb93153dd7c69,07/16/2016,Adoption,,Cat,White/Brown,10.0,Austin
35101b23dc3e,002eb8350a53a4,06/08/2017,Transfer,Partner,Cat,White/Black,10.0,Houston
77b5a051758f,e1ef615daed870,05/07/2017,Adoption,,Dog,Brown/Black,32.0,Austin
0680568d1317,7ea93c62acdeb5,06/03/2019,Adoption,,Cat,White,8.0,Houston
cf7a4da104ec,30ffe571736ed9,02/22/2011,Return to Owner,,Dog,Brown/White,4.0,Austin
f8446152f8e5,52378ce1038e5e,11/05/2014,Adoption,,Dog,Chocolate/White,23.0,San Antonio
9a30d42ae2c0,73debc65db915a,11/29/2011,Return to Owner,,Dog,Brown/White,20.0,Austin
559d50997aef,6a73d98e5334fc,04/27/2011,Return to Owner,,Dog,Black,33.0,San Antonio
7ebe9bb4f94b,812c0d06841a6c,03/31/2014,Transfer,Partner,Dog,Red/White,45.0,Fort Worth
404c8bb497e7,5f72191dbcd001,09/14/2016,Adoption,,Dog,Blue Merle,28.0,Austin
804aa916f73b,6b02f5c22274fe,12/18/2016,Return to Owner,,Dog,Black/White,27.0,Dallas
c9abbebdfc57,c23a94aeb2ed3a,03/09/2012,Adoption,,Dog,Black/White,26.0,Houston
e627217a7ab2,af3818bf4d31f2,07/24/2020,Adoption,Foster,Cat,Brown Tabby,7.0,Dallas
df577c2406ef,7c7b379a38ab67,12/27/2011,Return to Owner,,Dog,Black/Tan,27.0,Houston
0a8eceb48df2,8725cb45819420,05/05/2014,Adoption,,Cat,Torbie,2.0,San Antonio
e1ecd95de734,4cb47d93a48e3a,12/12/2016,Transfer,Partner,Dog,White,20.0,Austin
9e36c36fcbcb,b75ef96d680f22,08/01/2015,Return to Owner,,Dog,Tan/White,40.0,Austin
75e05cbc9ca1,65547834c6a334,03/14/2013,Adoption,,Dog,White/Blue,32.0,Fort Worth
f7092a4c2d73,eb8d75d06c5f40,06/19/2014,Transfer,SCRP,Cat,Brown Tabby/White,9.0,Austin
b6907ddd68e8,5a22f26dfcd2e0,10/05/2018,Adoption,Foster,Dog,Black/White,22.0,Austin
585b80d58583,df71bd8e4761e8,04/06/2017,Adoption,Foster,Cat,White/Lilac Point,3.0,Houston
ce55f505249d,4b8f800f3bb25a,11/24/2016,Adoption,,Cat,Gray,7.0,Austin
c6abc758fe96,46be195c05e20b,05/19/2005,Transfer,Partner,Dog,Black/Brown,3.0,San Antonio
a7c26427bd54,1fe51b9c2a1fe4,06/04/2014,Adoption,,Cat,Brown Tabby,3.0,Dallas
4140ea2bbc64,1b9a460e855908,02/20/2016,Adoption,,Dog,Tricolor,24.0,Austin
cee4afc9cd67,4f7251edfaa8d9,08/17/2013,Transfer,Partner,Dog,Brown/White,27.0,Dallas
28bdfedf2eab,0582f4dae59608,06/26/2015,Adoption,Foster,Cat,Brown Tabby/White,5.0,Austin
f3e501164487,d0227cc909e796,03/14/2019,Transfer,Partner,Dog,White/Tricolor,22.0,Houston
a24f05a76397,7fd71d941facc3,07/06/2016,Adoption,,Dog,White/Tan,41.0,Houston
f678cbd71704,4751fb54dbfe84,10/01/2016,Adoption,,Bird,Red,0.98,Austin
89ea827e163b,93ae437d62df5d,11/03/2012,Return to Owner,,Dog,White/Black,19.0,San Antonio
9977cc3ad2b3,55661a503417fa,12/11/2016,Adoption,Foster,Cat,Brown Tabby,7.0,San Antonio
909387b68ca9,18fe149ae64fea,07/01/2009,Adoption,,Cat,Black,2.0,San Antonio
ca5fa4a728fb,48381a4d8cf456,01/26/2015,Rto-Adopt,,Dog,Black/Brown,15.0,San Antonio
ce0b210bdd1c,f62a4d560d4ead,07/29/2016,Return to Owner,,Dog,Black/White,27.0,Austin
6cee790cea5b,89bb709e04da25,10/09/2014,Euthanasia,Suffering,Cat,Black Smoke/White,5.0,Fort Worth
385bc95414df,cb2cd4501aa402,05/01/2019,Transfer,Partner,Cat,Brown Tabby,7.0,Austin
0b337200a4b6,8a63445e0d4485,08/11/2018,Adoption,,Cat,Black,8.0,Austin
0d5ae8444f1f,dd69732b3537bf,03/20/2015,Adoption,,Dog,Red/White,10.0,Dallas
1a03ff9bee66,9a83e78daeb0d1,06/08/2020,Transfer,Partner,Cat,Brown Tabby,4.0,Austin
54ce136865f1,de1295fd062e04,09/05/2011,Adoption,Offsite,Dog,Brown,13.0,Austin
8b3e6ef66913,11b9e6f9008288,04/08/2011,Adoption,,Dog,Tan/Black,7.0,Dallas
a5059a40ec45,5047ffc0d31516,11/25/2017,Adoption,,Cat,Black,2.0,Houston
38a10c2d86a5,27861823005326,03/23/2016,Adoption,,Cat,Black/White,7.0,Fort Worth
3aa818029083,50d70ff908282a,03/27/2018,Adoption,Foster,Cat,White/Brown Tabby,5.0,San Antonio
fcf1f94566ca,8abb9b69d6df26,06/23/2014,Transfer,Partner,Cat,Black/White,9.0,Dallas
be5d29cfb1d5,0b0f6fc1139f8f,05/03/2014,Transfer,Partner,Cat,Brown Tabby,5.0,Fort Worth
e69cc656ee81,a46106482578ba,10/08/2012,Adoption,,Dog,Brown Merle/White,34.0,San Antonio
fe1f4c618917,c2eba606bca9bc,05/08/2019,Adoption,,Dog,Cream,18.0,Dallas
636828fd1e31,1632cdf07c97b0,04/19/2015,Return to Owner,,Dog,Blue/White,6.0,Austin
01ba64bef018,48e1392147d9e1,04/13/2015,Adoption,,Cat,Brown Tabby,9.0,San Antonio
348eb0b6cda0,4f8df479368b6b,10/15/2010,Return to Owner,,Dog,Brown,35.0,San Antonio
0267891fc019,e33919f99d143c,02/10/2014,Transfer,Snr,Cat,Brown Tabby,7.0,Austin
ba2b039b37b7,66aadc768c27a0,07/28/2006,Return to Owner,,Dog,Black,30.0,San Antonio
ba1706708076,e3e9ccb823e17c,05/13/2013,Adoption,,Cat,Brown Tabby/White,4.0,San Antonio
fb1b2a9ebbd8,ad943be8d7a68b,09/26/2012,Transfer,Partner,Dog,Black,12.0,Austin
1ecca3cc4fd1,80fff56532c544,06/19/2015,Adoption,,Cat,Calico,2.0,Fort Worth
1a03e68730dd,6329b0c7495d38,02/24/2015,Return to Owner,,Dog,White/Brown,9.0,San Antonio
776e026337e0,d8aaf79c1a07c3,05/09/2011,Adoption,Foster,Dog,Blue/White,45.0,Austin
fb49fbc33232,25b9d33c9a44de,06/02/2015,Adoption,,Cat,Black/White,2.0,San Antonio
4f1c324d76ef,3a39f0d8f8afe4,06/07/2019,Adoption,,Cat,Black,8.0,Austin
78f2ed453e0d,0d5bf6ee0aac61,03/27/2016,Transfer,Partner,Cat,Black,2.0,San Antonio
6be4e73d6f89,bbfdc85d8159b4,03/08/2015,Adoption,,Cat,Orange Tabby,6.0,Houston
e6374afb3699,aae06513b83ea0,04/04/2017,Transfer,Partner,Cat,White,5.0,San Antonio
4635d7b684ff,b9bd63e0aaa48a,09/22/2014,Adoption,,Dog,Black/White,40.0,Austin
eee122aedca0,4d368bb108c87e,05/28/2012,Transfer,SCRP,Cat,Tortie,2.0,Dallas
b7dd64e3fe5a,9da2ea1e4ced00,03/20/2017,Transfer,Partner,Cat,Blue Tabby,8.0,Austin
9fa53bfefeb1,9b9921cacd0290,05/15/2017,Transfer,Partner,Dog,White,3.0,Houston
932dbfd9debb,880df041505e5f,06/19/2014,Transfer,Partner,Dog,Black,20.0,Fort Worth
52854ea81ba4,561ee689d9c1a2,04/21/2015,Euthanasia,Aggressive,Dog,Black,39.0,Austin
a03273904e92,4cb8fbddcc25cb,03/12/2009,Transfer,Partner,Cat,Tortie Point,5.0,San Antonio
d2e840dbb8ae,56396bd35ac015,06/28/2014,Euthanasia,Suffering,Cat,Orange Tabby,5.0,Austin
5c9ef476fe6d,5c597d951645c0,07/27/2017,Adoption,Foster,Cat,White/Brown Tabby,6.0,San Antonio
ad8e0e457d20,92b8c4853e7ff3,06/01/2014,Adoption,,Dog,Red/White,18.0,Dallas
671cf1397b53,4862be6dd17770,01/19/2017,Adoption,Foster,Cat,Blue,7.0,San Antonio
08813de854ff,ca4742d96a6104,02/06/2014,Transfer,SCRP,Cat,Brown Tabby,9.0,San Antonio
c4fd9515c002,f8316eb0085c25,11/18/2011,Transfer,Partner,Dog,White/Tan,32.0,Fort Worth
910a6d5b1b6c,f7d1816c323b69,08/13/2018,Adoption,Foster,Cat,Brown Tabby,2.0,Austin
4.62970409E+13,2cd13074c71810,01/16/2017,Transfer,Snr,Cat,Brown Tabby,5.0,San Antonio
18040c4075a0,08bd4c6a01812e,09/19/2018,Adoption,,Cat,Black,6.0,San Antonio
093134d27b5a,44a6ad746d36a2,09/18/2017,Transfer,Snr,Cat,Orange Tabby,7.0,Austin
5d8cccea7fc9,442cee816b5aa8,03/31/2019,Transfer,Partner,Cat,Brown Tabby,8.0,Houston
6d910efcd519,ca5679ce35ce98,11/15/2011,Adoption,,Dog,Brown Brindle/White,44.0,Houston
bfe464a7a2b9,5c1d7433330703,11/27/2013,Adoption,,Dog,Brown,40.0,Austin
d904694798a2,f6a7b6d6070356,07/10/2016,Transfer,Partner,Cat,Black,10.0,Austin
dff3c46f3990,dda5788de49d5e,02/25/2017,Adoption,,Cat,Black/White,8.0,San Antonio
e2370cf01a7c,23c8d93ac0bdd1,06/07/2015,Adoption,,Dog,Black/White,12.0,Dallas
3b35815ecbed,5c8e7f50cc198f,12/19/2019,Adoption,Foster,Cat,Black,4.0,Austin
549d4f592698,000859ed5aee39,09/24/2014,Adoption,,Dog,Brown,8.0,Austin
cde185353cab,2689f27eb0ac20,03/02/2013,Adoption,,Dog,Black/White,39.0,San Antonio
df99a2a47aa9,208169b210b491,03/10/2016,Adoption,,Dog,White,28.0,Fort Worth
867defd1e7e8,15aa20c032282a,09/10/2019,Adoption,,Cat,Tortie,4.0,Dallas
96d837dd38b5,832c532788c63d,02/26/2015,Adoption,,Dog,Brown/Black,48.0,Houston
8b9cf97c5cae,aef341702a1097,09/20/2017,Transfer,Snr,Cat,Orange Tabby,9.0,Houston
987b19480da0,427ee62aeb9bc1,05/08/2014,Return to Owner,,Dog,Yellow Brindle/White,31.0,Houston
5a33535729c5,b0401a020a44ca,02/17/2016,Return to Owner,,Dog,White,26.0,Dallas
290a1a50181c,7d40d16347588d,12/17/2016,Transfer,Partner,Cat,Orange Tabby/White,2.0,Houston
38c9197c731b,57b5a355768a76,05/07/2017,Transfer,Partner,Cat,Brown Tabby,5.0,Houston
9515d3f25ff5,812eede8c66f58,08/28/2000,Return to Owner,,Dog,Tan,35.0,Houston
9fa604dc6ef9,a93afbc0ab43df,04/13/2017,Adoption,Foster,Dog,Blue/White,10.0,Dallas
c92bf744fd1b,fe36f1c0717778,12/09/2012,Return to Owner,,Dog,Black/Brown,36.0,Fort Worth
b0273e411232,7d283763db542c,09/05/2010,Euthanasia,Suffering,Dog,Brown/White,12.0,San Antonio
6d91ce2a31b0,22d3dd84f729a4,08/28/2015,Transfer,Partner,Cat,Brown Tabby,3.0,San Antonio
b1a468117935,c5b93a30a4cd7b,03/29/2016,Adoption,,Dog,Brown,9.0,Houston
c32ea09d92f4,5f79d436f91538,03/26/2019,Adoption,,Cat,White/Brown Tabby,6.0,San Antonio
d10e31aa6e24,9dbb6c0e4846f2,06/28/2016,Adoption,,Dog,Brown,47.0,San Antonio
177116fb98b5,53a4a906b27d01,05/01/2020,Adoption,Foster,Cat,Calico/White,9.0,Austin
31cb28176a78,e58a2e99096e86,05/07/2017,Transfer,Partner,Cat,White/Black,4.0,Austin
9e1f362a72f4,258d4c5ef7e976,04/07/2014,Transfer,Partner,Dog,Brown/White,26.0,Austin
9f7b24fb6580,afa0270a2851bf,03/23/2018,Adoption,,Cat,Black,4.0,Houston
8bdc664a7d0e,71c05b8935d660,06/14/2017,Adoption,,Dog,Tan,33.0,Austin
15971819a0f5,0407db5237db39,02/07/2016,Transfer,Partner,Dog,Tan/Cream,22.0,Houston
3e1d48a171d6,9cf7bcd9499fa3,12/15/2015,Return to Owner,,Dog,Brown/Black,44.0,Austin
e0f0ccef5e29,f3f4660c9e78a2,06/17/2015,Transfer,Partner,Dog,Brown/White,16.0,San Antonio
439bbf728e99,f7f75ad0b07c66,06/12/2017,Transfer,Snr,Cat,Brown Tabby/White,7.0,Fort Worth
47ab6251736c,cc1f731ad6036f,07/08/2020,Adoption,Foster,Cat,Cream Tabby/White,5.0,San Antonio
8209db82b45b,c281e0bdcda6ef,05/14/2006,Return to Owner,,Dog,Red/White,39.0,San Antonio
7e7117cf0623,8907b6d39fe6e2,02/16/2016,Transfer,Snr,Cat,Black/White,5.0,Houston
6a56a3a6a787,c18b05fe0b2d96,10/01/2015,Return to Owner,,Dog,White/Black,13.0,Houston
96ba5c8effa7,4b4c17bf493b0f,08/10/2012,Adoption,,Dog,Brown Brindle/White,18.0,San Antonio
69f28eab4961,f26f31e6ec6a8e,12/21/2013,Adoption,,Dog,Tan/White,3.0,Fort Worth
0174f624ecf6,acdbf75d535bf5,11/21/2014,Transfer,Partner,Dog,White,47.0,Houston
5deb95d85572,89d19261d5a528,07/05/2016,Adoption,,Dog,Brown/White,9.0,San Antonio
1c79454ebfe4,bec2794106d13b,02/08/2013,Transfer,Partner,Dog,Black,15.0,Dallas
563840b89d65,39c39ceff41368,12/30/2016,Adoption,,Cat,Blue Tabby,7.0,San Antonio
37aa16e5fc82,b44636ddc8c079,01/06/2020,Adoption,,Dog,Black/White,42.0,Austin
bd26018a4bff,7b6f428530bb40,02/15/2002,Return to Owner,,Dog,Tricolor,34.0,Austin
cbc70695e5b5,47002475680896,09/11/2008,Return to Owner,,Dog,Black/White,8.0,Dallas
e594361fd2e5,1c0311f3bc6877,01/21/2002,Euthanasia,Suffering,Dog,Brown/White,24.0,Fort Worth
00ad5a70a55b,fc14f4f8e45292,11/11/2007,Euthanasia,Aggressive,Dog,Chocolate/White,4.0,Houston
86e270f0f4b0,e4240885ec178a,11/15/2018,Return to Owner,,Dog,Sable/White,6.0,San Antonio
ab36ae10e754,1f19c24b472604,07/29/2016,Transfer,Snr,Cat,Calico,10.0,Dallas
e64c7131bd90,b42c0397dd261d,09/11/2019,Transfer,Partner,Cat,Black,7.0,Houston
42161fe10976,00b6b77f59c0ac,07/05/2019,Transfer,Partner,Cat,Black/White,3.0,Dallas
25a6225ec95f,19b0c38df16d4f,03/23/2016,Adoption,,Dog,White,30.0,Houston
95b846191f64,21c439760748e9,07/31/2015,Return to Owner,,Dog,Brown Brindle/White,42.0,Houston
2c5d12d08573,dbfccbd1252d44,03/07/2018,Return to Owner,,Dog,Brown/White,30.0,Austin
a09cdffce05a,dee655bc8eeca4,10/18/2011,Adoption,,Dog,Tan/White,44.0,Dallas
bdc6fb7f479f,b24abad76a4c7c,03/29/2019,Transfer,Partner,Cat,Blue Tabby,6.0,Fort Worth
73337d0ef1e8,eb31d166eeb071,01/02/2012,Return to Owner,,Dog,Blue/White,10.0,San Antonio
479a22504d1b,11fe33dd6e8a6c,09/20/2017,Adoption,,Cat,Blue Tabby/White,5.0,Fort Worth
6905b6c2f73a,e0c4b1f80d1764,08/20/2013,Transfer,SCRP,Cat,Blue/White,5.0,Houston
a3365b90a0d8,205cbb11522d76,09/12/2018,Return to Owner,,Dog,Brown Merle/White,40.0,Austin
250396335c8a,bd8f196b5de745,10/05/2017,Transfer,Snr,Cat,Flame Point,5.0,Houston
ef9e305d3997,a6c4020a7f69e4,06/24/2011,Return to Owner,,Dog,Brown Brindle/White,42.0,Fort Worth
22855f08c04c,1d87c60316cca6,01/11/2015,Transfer,Partner,Dog,White,13.0,Austin
a9f7326f772a,76c825e989867a,04/21/2015,Transfer,Partner,Cat,Black/White,5.0,Dallas
12f595b98bd8,275beb5f0bfacd,10/16/2016,Transfer,Snr,Cat,Gray Tabby/White,8.0,Dallas
028b7a576e88,aeab8315bc3406,01/10/2018,Transfer,Partner,Cat,Blue Tabby,10.0,Houston
592e98416e70,a3e8a9acd22b11,01/08/2015,Return to Owner,,Dog,Tricolor,26.0,Houston
2cd8c9b318b1,944c3f37f38a6a,06/22/2014,Transfer,Partner,Cat,Seal Point,7.0,Fort Worth
77defefb7776,c57073542ed1fc,09/10/2013,Adoption,,Cat,Orange Tabby/White,9.0,Fort Worth
aaa5a73f3cbe,f2c383f75417be,05/23/2016,Transfer,Partner,Dog,Black/White,39.0,Fort Worth
a219f7b304d9,aaf2639ab9ad16,08/24/2017,Transfer,Partner,Cat,Black,6.0,Dallas
c908e1e30f62,a83f351ae6fb0c,04/10/2018,Adoption,,Cat,Black/White,8.0,Austin
cf3eebc60602,0d7d026c3b8309,04/01/2014,Adoption,Foster,Cat,Brown Tabby,5.0,Austin
5b7f7a32be15,51d584dce16e56,10/01/2020,Transfer,Partner,Cat,White/Black,8.0,Dallas
59a01eba8a2e,a4cb3732dd676a,04/28/2019,Died,In Kennel,Cat,Black/White,10.0,San Antonio
3dfef376e873,ea5eb49b748c7e,05/15/2010,Adoption,,Dog,Black/Tan,44.0,Houston
9556d88334c4,f9758d1f1ed6b3,07/22/2019,Adoption,,Cat,Orange Tabby/White,9.0,Dallas
ea8e1aa046e7,29872c1ca7ca93,08/16/2016,Transfer,Partner,Cat,Black,9.0,Fort Worth
7.604054776E+13,6a5412c01aacd2,04/15/2013,Adoption,,Dog,Black,13.0,Fort Worth
a68fa09e4a89,fd69bfe3011600,01/30/2015,Adoption,,Dog,Blue/White,28.0,Houston
6df1888eede2,e8ebe727fc603b,08/26/2011,Return to Owner,,Dog,White/Blue,6.0,Austin
f71b1b242af4,77d53105079c59,04/17/2016,Transfer,Partner,Cat,White,4.0,Austin
f4b395856d60,01688c7b59568f,09/18/2007,Return to Owner,,Dog,Red,7.0,Fort Worth
b6707026880b,dd849b52ab0b2a,06/06/2017,Transfer,Snr,Cat,Calico,3.0,Fort Worth
b8597c763a8e,e1048c9c3db82d,05/04/2014,Return to Owner,,Dog,Cream,16.0,Austin
16c0fe2e9931,440f214dde08a8,07/28/2017,Transfer,Partner,Dog,Blue/White,9.0,Austin
d23993fb593b,a851cce82561bb,04/13/2019,Adoption,Foster,Cat,Tortie,5.0,Austin
f700b0235616,c012f3212ca0bd,01/25/2014,Adoption,,Bird,Green/White,0.93,Austin
68bca381d113,d34e3d1b16ac6b,07/01/2015,Transfer,Partner,Cat,Black,6.0,Dallas
a32acf50e94c,7ebc38b400c208,05/28/2016,Transfer,Partner,Dog,Brown Brindle,44.0,Fort Worth
1626e6e42f29,de1651c78a5c89,06/20/2018,Adoption,,Cat,Brown Tabby/White,4.0,Dallas
beb8481be1b1,fb45942fe1cf88,10/07/2019,Adoption,,Dog,Brown/White,40.0,San Antonio
0ce8e387ae10,04d6b230f79ec9,10/02/2015,Return to Owner,,Dog,Tan/Black,49.0,Austin
224f048072bb,e6beba13e46d1e,07/13/2015,Adoption,,Cat,Brown Tabby,4.0,San Antonio
bdb9b0a1816e,f0db5006a699a4,04/16/2015,Adoption,Foster,Cat,Black,9.0,Fort Worth
193d39191b8a,5b27af0d1dbbf4,08/23/2016,Adoption,,Cat,Blue/White,3.0,Dallas
39c387b6a664,3142de86b0e99a,04/14/2014,Adoption,Foster,Dog,White,11.0,Fort Worth
bbc2b5fb04c6,24a27fd3544146,12/18/2011,Adoption,,Dog,White/Brown Merle,32.0,Houston
e1a40ddf3472,6c51206bec896e,10/14/2008,Adoption,,Dog,Apricot,29.0,Fort Worth
b6019fd17f41,3dda241e430f4b,09/16/2012,Adoption,,Dog,Black,29.0,Houston
f02e53bfac52,388edb0dcf14e6,10/10/2013,Transfer,Partner,Dog,Gray/White,29.0,Austin
6d93d1a3fa75,caddab48fddb2b,06/07/2015,Adoption,,Dog,Tricolor,5.0,Fort Worth
588690dea30b,a92dd01fe3acb4,09/17/2016,Adoption,Foster,Dog,Tan/White,4.0,Austin
9318fb463069,a4177c748df690,04/09/2017,Adoption,,Bird,Black/White,1.26,Dallas
cdbe4016b3b3,8a42942b42181b,02/16/2014,Adoption,,Dog,Brown/White,7.0,Fort Worth
15d56372c57c,fc34a49f7f3e18,01/14/2016,Adoption,,Dog,Red,27.0,Austin
8aeed746720a,32ee49491500a1,03/30/2019,Adoption,Foster,Cat,Orange Tabby,9.0,San Antonio
f9a790f52cf4,da424927d8f45b,03/29/2015,Return to Owner,,Dog,Brown/Tan,33.0,Dallas
7f788d29b7e5,204a9783918401,05/08/2014,Transfer,SCRP,Cat,Black/White,10.0,Fort Worth
ae4f86c7c3bf,3dbc70dc5d2de5,10/16/2017,Adoption,,Cat,White/Blue,5.0,Houston
d98a2e3c2333,9b61788d0f41ff,03/23/2012,Transfer,SCRP,Cat,Orange Tabby/White,10.0,Houston
c420c4b76e65,4727e0f4c68360,08/09/2020,Adoption,Foster,Cat,Brown Tabby,2.0,Dallas
30bf7d6da68c,9e572fd152b4bd,08/20/2008,Transfer,Partner,Dog,Brown/Black,40.0,Austin
c1b0c2b8207b,ef60c8e5024f8c,11/14/2011,Transfer,SCRP,Cat,Black,3.0,Austin
4a03cdfef62b,600249c8aa7a32,07/13/2019,Adoption,,Cat,Brown,7.0,Austin
67aed46ba375,ef04f5514ae379,01/14/2019,Transfer,Snr,Cat,Blue,9.0,Dallas
1ee190d86f3a,bea07a1ef02ea0,03/06/2020,Transfer,Partner,Dog,Buff,38.0,Austin
8f4bfb1d5921,d0fec53206851f,02/13/2019,Transfer,Partner,Dog,Brown Brindle/Brown,39.0,Austin
444fc985d25e,3f8740e8cc27bb,01/10/2020,Transfer,Partner,Dog,Tan/White,41.0,Austin
938f125d6534,b9f7225fa12255,12/06/2010,Adoption,,Dog,Cream,16.0,Fort Worth
9e3f1f7c8487,737991d74c2dfc,07/23/2013,Adoption,Foster,Dog,Black,40.0,Houston
5aa0ab0bc159,205626b5fbd1c5,08/22/2018,Transfer,Partner,Cat,Tortie/White,3.0,San Antonio
c0c06751f43c,1869506ff007c1,07/27/2015,Return to Owner,,Dog,Red/White,22.0,Houston
fcc98798bbbb,7551e10c04e65f,02/05/2018,Adoption,,Dog,Black,34.0,Dallas
c90da4e13c12,26f5c38186ccc5,05/15/2018,Transfer,Partner,Cat,Black/White,3.0,San Antonio
c3cbef36e212,69a05fc122d879,07/28/2020,Adoption,,Cat,Black/White,9.0,Austin
a97b628a4273,96ddb7ac3bfb98,03/25/2015,Adoption,,Cat,Blue Tabby/White,5.0,Austin
f4f1fe9341cb,bc40f0c770e3a0,01/10/2015,Transfer,Partner,Dog,White/Black,16.0,Dallas
a29fafafdaf9,eb972611cd96dd,08/19/2016,Transfer,Partner,Cat,Blue/White,5.0,Fort Worth
90347555d7cc,086f55ebe16601,07/07/2019,Transfer,Partner,Cat,Calico,8.0,Houston
2ff76373c342,6cc1a0876e0bf6,06/26/2020,Adoption,Foster,Cat,Black,2.0,Houston
644989de2459,3b343750e29007,01/20/2016,Adoption,,Dog,White/Blue,18.0,Houston
0d2e17a12d03,afcb3cae81aced,05/22/2016,Adoption,,Cat,Orange Tabby,5.0,Fort Worth
da5968e6ebab,5fac2c4807eed3,01/13/2016,Transfer,Partner,Dog,Yellow,24.0,Austin
42e134e0cf3a,4d942f9b93ca4b,02/13/2020,Adoption,Foster,Dog,Black/Tan,11.0,Dallas
d13dc9d2fbf2,847a29bd4cd485,08/18/2012,Died,In Kennel,Cat,Tortie,4.0,Dallas
31635d6f075e,fb4f84a5cb0523,10/13/2016,Adoption,,Dog,White/Tan,28.0,Austin
70b305085bac,9e7be54427c495,05/20/2017,Adoption,,Cat,Orange Tabby/White,6.0,Dallas
